created_at,full_text,cleansed,case_folding,tokenized,no_stopwords,stemmed,preprocessed_text
2025-10-30 08:39:10+00:00,@tanyarlfes Bijak aja yg penting udah siap ilmunya udah bisa kontrol mentalnya . Kadang ekonomi aja di ujian dr pihak ketiga banyak artis2 cerai grgr org ketiga dan ada jg yg belom siap ilmu serta mentalnya . Jd pikirin dlu semuanya matang2,Bijak aja yg penting udah siap ilmunya udah bisa kontrol mentalnya Kadang ekonomi aja di ujian dr pihak ketiga banyak artis cerai grgr org ketiga dan ada jg yg belom siap ilmu serta mentalnya Jd pikirin dlu semuanya matang,bijak aja yg penting udah siap ilmunya udah bisa kontrol mentalnya kadang ekonomi aja di ujian dr pihak ketiga banyak artis cerai grgr org ketiga dan ada jg yg belom siap ilmu serta mentalnya jd pikirin dlu semuanya matang,"['bijak', 'aja', 'yg', 'penting', 'udah', 'siap', 'ilmunya', 'udah', 'bisa', 'kontrol', 'mentalnya', 'kadang', 'ekonomi', 'aja', 'di', 'ujian', 'dr', 'pihak', 'ketiga', 'banyak', 'artis', 'cerai', 'grgr', 'org', 'ketiga', 'dan', 'ada', 'jg', 'yg', 'belom', 'siap', 'ilmu', 'serta', 'mentalnya', 'jd', 'pikirin', 'dlu', 'semuanya', 'matang']","['bijak', 'aja', 'yg', 'ilmunya', 'kontrol', 'mentalnya', 'kadang', 'ekonomi', 'aja', 'ujian', 'ketiga', 'artis', 'cerai', 'grgr', 'org', 'ketiga', 'yg', 'belom', 'ilmu', 'mentalnya', 'pikirin', 'dlu', 'matang']","['bijak', 'aja', 'yg', 'ilmu', 'kontrol', 'mental', 'kadang', 'ekonomi', 'aja', 'uji', 'tiga', 'artis', 'cerai', 'grgr', 'org', 'tiga', 'yg', 'bom', 'ilmu', 'mental', 'pikirin', 'dlu', 'matang']",bijak aja yg ilmu kontrol mental kadang ekonomi aja uji tiga artis cerai grgr org tiga yg bom ilmu mental pikirin dlu matang
2025-10-30 08:38:41+00:00,Keterangan Presiden Prabowo usai pemusnahan barang bukti narkoba 214 84 Ton . Sabrina Chairunnisa Selasa Rabu Ya Allah Sidoarjo Cerai Deddy Corbuzier https://t.co/Yt7294Jnjj,Keterangan Presiden Prabowo usai pemusnahan barang bukti narkoba Ton Sabrina Chairunnisa Selasa Rabu Ya Allah Sidoarjo Cerai Deddy Corbuzier,keterangan presiden prabowo usai pemusnahan barang bukti narkoba ton sabrina chairunnisa selasa rabu ya allah sidoarjo cerai deddy corbuzier,"['keterangan', 'presiden', 'prabowo', 'usai', 'pemusnahan', 'barang', 'bukti', 'narkoba', 'ton', 'sabrina', 'chairunnisa', 'selasa', 'rabu', 'ya', 'allah', 'sidoarjo', 'cerai', 'deddy', 'corbuzier']","['keterangan', 'presiden', 'prabowo', 'pemusnahan', 'barang', 'bukti', 'narkoba', 'ton', 'selasa', 'rabu', 'ya', 'allah', 'sidoarjo', 'cerai']","['terang', 'presiden', 'prabowo', 'musnah', 'barang', 'bukti', 'narkoba', 'ton', 'selasa', 'rabu', 'ya', 'allah', 'sidoarjo', 'cerai']",terang presiden prabowo musnah barang bukti narkoba ton selasa rabu ya allah sidoarjo cerai
2025-10-30 08:35:51+00:00,Kalo pun di bilang gak laku ya biarin aja setidaknya nikah bukan karena mau ngentot doang ya tolol.. mau ngentot mah sewa jablay aja dari pada nikah terus cerai hubungan sakral di jadiin mainan. Aneh,Kalo pun di bilang gak laku ya biarin aja setidaknya nikah bukan karena mau ngentot doang ya tolol mau ngentot mah sewa jablay aja dari pada nikah terus cerai hubungan sakral di jadiin mainan Aneh,kalo pun di bilang gak laku ya biarin aja setidaknya nikah bukan karena mau ngentot doang ya tolol mau ngentot mah sewa jablay aja dari pada nikah terus cerai hubungan sakral di jadiin mainan aneh,"['kalo', 'pun', 'di', 'bilang', 'gak', 'laku', 'ya', 'biarin', 'aja', 'setidaknya', 'nikah', 'bukan', 'karena', 'mau', 'ngentot', 'doang', 'ya', 'tolol', 'mau', 'ngentot', 'mah', 'sewa', 'jablay', 'aja', 'dari', 'pada', 'nikah', 'terus', 'cerai', 'hubungan', 'sakral', 'di', 'jadiin', 'mainan', 'aneh']","['gak', 'laku', 'ya', 'biarin', 'aja', 'nikah', 'bukan', 'ngentot', 'ya', 'tolol', 'ngentot', 'sewa', 'jablay', 'aja', 'nikah', 'cerai', 'hubungan', 'sakral', 'jadiin', 'mainan', 'aneh']","['gak', 'laku', 'ya', 'biarin', 'aja', 'nikah', 'bukan', 'ngentot', 'ya', 'tolol', 'ngentot', 'sewa', 'jablay', 'aja', 'nikah', 'cerai', 'hubung', 'sakral', 'jadiin', 'main', 'aneh']",gak laku ya biarin aja nikah bukan ngentot ya tolol ngentot sewa jablay aja nikah cerai hubung sakral jadiin main aneh
2025-10-30 08:35:18+00:00,Curhat Adly Fairuz Digugat Cerai Angbeen Rishi https://t.co/FJR2KhkYAd,Curhat Adly Fairuz Digugat Cerai Angbeen Rishi,curhat adly fairuz digugat cerai angbeen rishi,"['curhat', 'adly', 'fairuz', 'digugat', 'cerai', 'angbeen', 'rishi']","['curhat', 'digugat', 'cerai']","['curhat', 'gugat', 'cerai']",curhat gugat cerai
2025-10-30 08:32:45+00:00, yayyy ceraii lu cerai gue party coyy ahayyy kisah ellen gevan kaya benang merah gasii hayolooo pin nnti ellen sm gevan km sendirian wle wle wle wlee Hayolo Gavin ditinggal Ellen lagi hayo. Ledekin aja ci gapin emang tuman ‍↕️ #tellonym https://t.co/od3SkHLLGA,yayyy ceraii lu cerai gue party coyy ahayyy kisah ellen gevan kaya benang merah gasii hayolooo pin nnti ellen sm gevan km sendirian wle wle wle wlee Hayolo Gavin ditinggal Ellen lagi hayo Ledekin aja ci gapin emang tuman tellonym,yayyy ceraii lu cerai gue party coyy ahayyy kisah ellen gevan kaya benang merah gasii hayolooo pin nnti ellen sm gevan km sendirian wle wle wle wlee hayolo gavin ditinggal ellen lagi hayo ledekin aja ci gapin emang tuman tellonym,"['yayyy', 'ceraii', 'lu', 'cerai', 'gue', 'party', 'coyy', 'ahayyy', 'kisah', 'ellen', 'gevan', 'kaya', 'benang', 'merah', 'gasii', 'hayolooo', 'pin', 'nnti', 'ellen', 'sm', 'gevan', 'km', 'sendirian', 'wle', 'wle', 'wle', 'wlee', 'hayolo', 'gavin', 'ditinggal', 'ellen', 'lagi', 'hayo', 'ledekin', 'aja', 'ci', 'gapin', 'emang', 'tuman', 'tellonym']","['yayyy', 'ceraii', 'lu', 'cerai', 'gue', 'party', 'coyy', 'ahayyy', 'kisah', 'ellen', 'gevan', 'benang', 'merah', 'gasii', 'hayolooo', 'pin', 'nnti', 'ellen', 'gevan', 'km', 'wle', 'wle', 'wle', 'wlee', 'hayolo', 'gavin', 'ditinggal', 'ellen', 'hayo', 'ledekin', 'aja', 'ci', 'gapin', 'tuman', 'tellonym']","['yayyy', 'cerai', 'lu', 'cerai', 'gue', 'party', 'coyy', 'ahayyy', 'kisah', 'ellen', 'gevan', 'benang', 'merah', 'gasii', 'hayolooo', 'pin', 'nnti', 'ellen', 'gevan', 'km', 'wle', 'wle', 'wle', 'wlee', 'hayolo', 'gavin', 'tinggal', 'ellen', 'hayo', 'ledekin', 'aja', 'ci', 'gapin', 'tuman', 'tellonym']",yayyy cerai lu cerai gue party coyy ahayyy kisah ellen gevan benang merah gasii hayolooo pin nnti ellen gevan km wle wle wle wlee hayolo gavin tinggal ellen hayo ledekin aja ci gapin tuman tellonym
2025-10-30 08:31:49+00:00,@fbkpmo cerai mreka kayanya,cerai mreka kayanya,cerai mreka kayanya,"['cerai', 'mreka', 'kayanya']","['cerai', 'mreka', 'kayanya']","['cerai', 'mreka', 'kaya']",cerai mreka kaya
2025-10-30 08:29:30+00:00,Spekulasi selesai Sabrina Chairunnisa resmi mengajukan cerai dari Deddy Corbuzier. Baca Selengkapnya: https://t.co/BUkQCtSahp #SabrinaChairunnisa #DeddyCorbuzier #Perceraian #BeritaHiburan #GugatanCerai #Jakarta #DramaSeleb #Ecourt #zonaberitasingkat https://t.co/Ebv4SW60kU,Spekulasi selesai Sabrina Chairunnisa resmi mengajukan cerai dari Deddy Corbuzier Baca Selengkapnya SabrinaChairunnisa DeddyCorbuzier Perceraian BeritaHiburan GugatanCerai Jakarta DramaSeleb Ecourt zonaberitasingkat,spekulasi selesai sabrina chairunnisa resmi mengajukan cerai dari deddy corbuzier baca selengkapnya sabrinachairunnisa deddycorbuzier perceraian beritahiburan gugatancerai jakarta dramaseleb ecourt zonaberitasingkat,"['spekulasi', 'selesai', 'sabrina', 'chairunnisa', 'resmi', 'mengajukan', 'cerai', 'dari', 'deddy', 'corbuzier', 'baca', 'selengkapnya', 'sabrinachairunnisa', 'deddycorbuzier', 'perceraian', 'beritahiburan', 'gugatancerai', 'jakarta', 'dramaseleb', 'ecourt', 'zonaberitasingkat']","['spekulasi', 'selesai', 'resmi', 'mengajukan', 'cerai', 'baca', 'selengkapnya', 'sabrinachairunnisa', 'deddycorbuzier', 'perceraian', 'beritahiburan', 'gugatancerai', 'jakarta', 'dramaseleb', 'ecourt', 'zonaberitasingkat']","['spekulasi', 'selesai', 'resmi', 'aju', 'cerai', 'baca', 'lengkap', 'sabrinachairunnisa', 'deddycorbuzier', 'cerai', 'beritahiburan', 'gugatancerai', 'jakarta', 'dramaseleb', 'ecourt', 'zonaberitasingkat']",spekulasi selesai resmi aju cerai baca lengkap sabrinachairunnisa deddycorbuzier cerai beritahiburan gugatancerai jakarta dramaseleb ecourt zonaberitasingkat
2025-10-30 08:28:34+00:00,@meinmokhtar ini sebenarnya maslah dlm perkawin. Ckp jerlah tak dapat klu tak dapat.. terus terang. Tp sebab rumah tu memang atas nama dia jk cerai maka dia dpat. jika bantu byar maka ko mintalah anon. sbb perkawinan ni sehidup semati tp nak elak jg org pergunakan kita.. maka kena berbincg,ini sebenarnya maslah dlm perkawin Ckp jerlah tak dapat klu tak dapat terus terang Tp sebab rumah tu memang atas nama dia jk cerai maka dia dpat jika bantu byar maka ko mintalah anon sbb perkawinan ni sehidup semati tp nak elak jg org pergunakan kita maka kena berbincg,ini sebenarnya maslah dlm perkawin ckp jerlah tak dapat klu tak dapat terus terang tp sebab rumah tu memang atas nama dia jk cerai maka dia dpat jika bantu byar maka ko mintalah anon sbb perkawinan ni sehidup semati tp nak elak jg org pergunakan kita maka kena berbincg,"['ini', 'sebenarnya', 'maslah', 'dlm', 'perkawin', 'ckp', 'jerlah', 'tak', 'dapat', 'klu', 'tak', 'dapat', 'terus', 'terang', 'tp', 'sebab', 'rumah', 'tu', 'memang', 'atas', 'nama', 'dia', 'jk', 'cerai', 'maka', 'dia', 'dpat', 'jika', 'bantu', 'byar', 'maka', 'ko', 'mintalah', 'anon', 'sbb', 'perkawinan', 'ni', 'sehidup', 'semati', 'tp', 'nak', 'elak', 'jg', 'org', 'pergunakan', 'kita', 'maka', 'kena', 'berbincg']","['maslah', 'dlm', 'perkawin', 'ckp', 'jerlah', 'tak', 'klu', 'tak', 'terang', 'tp', 'rumah', 'nama', 'jk', 'cerai', 'dpat', 'bantu', 'byar', 'ko', 'mintalah', 'anon', 'sbb', 'perkawinan', 'sehidup', 'semati', 'tp', 'elak', 'org', 'pergunakan', 'kena', 'berbincg']","['mas', 'dlm', 'kawin', 'ckp', 'jerlah', 'tak', 'klu', 'tak', 'terang', 'tp', 'rumah', 'nama', 'jk', 'cerai', 'dpat', 'bantu', 'byar', 'ko', 'minta', 'anon', 'sbb', 'kawin', 'hidup', 'semat', 'tp', 'elak', 'org', 'guna', 'kena', 'berbincg']",mas dlm kawin ckp jerlah tak klu tak terang tp rumah nama jk cerai dpat bantu byar ko minta anon sbb kawin hidup semat tp elak org guna kena berbincg
2025-10-30 08:26:53+00:00,@tanyakanrl Kalo gw mah udah gw putusin wkt masih pacaran Cowok tukang manipulasi kok mau nder Sekarang cerai aja ya sebelum punya anak,Kalo gw mah udah gw putusin wkt masih pacaran Cowok tukang manipulasi kok mau nder Sekarang cerai aja ya sebelum punya anak,kalo gw mah udah gw putusin wkt masih pacaran cowok tukang manipulasi kok mau nder sekarang cerai aja ya sebelum punya anak,"['kalo', 'gw', 'mah', 'udah', 'gw', 'putusin', 'wkt', 'masih', 'pacaran', 'cowok', 'tukang', 'manipulasi', 'kok', 'mau', 'nder', 'sekarang', 'cerai', 'aja', 'ya', 'sebelum', 'punya', 'anak']","['gw', 'gw', 'putusin', 'wkt', 'pacaran', 'cowok', 'tukang', 'manipulasi', 'nder', 'cerai', 'aja', 'ya', 'anak']","['gw', 'gw', 'putusin', 'wkt', 'pacar', 'cowok', 'tukang', 'manipulasi', 'nder', 'cerai', 'aja', 'ya', 'anak']",gw gw putusin wkt pacar cowok tukang manipulasi nder cerai aja ya anak
2025-10-30 08:26:49+00:00,orang orang pada cerai syukur mak bapakku ga fomo udah duluan ,orang orang pada cerai syukur mak bapakku ga fomo udah duluan,orang orang pada cerai syukur mak bapakku ga fomo udah duluan,"['orang', 'orang', 'pada', 'cerai', 'syukur', 'mak', 'bapakku', 'ga', 'fomo', 'udah', 'duluan']","['cerai', 'syukur', 'mak', 'bapakku', 'ga', 'fomo', 'duluan']","['cerai', 'syukur', 'mak', 'bapak', 'ga', 'fomo', 'duluan']",cerai syukur mak bapak ga fomo duluan
2025-10-30 07:22:26+00:00,@dihahmfrds tahnya sembang guna bontot. ex wife siap taknak orang burukkan dia cakap dia fobia flying punya la jaga hal rumahtangga. bukannya cerai sebab tak bagi travel (kita taktau pun punca) laki kalau bab gosip memang fitnah jadi,tahnya sembang guna bontot ex wife siap taknak orang burukkan dia cakap dia fobia flying punya la jaga hal rumahtangga bukannya cerai sebab tak bagi travel kita taktau pun punca laki kalau bab gosip memang fitnah jadi,tahnya sembang guna bontot ex wife siap taknak orang burukkan dia cakap dia fobia flying punya la jaga hal rumahtangga bukannya cerai sebab tak bagi travel kita taktau pun punca laki kalau bab gosip memang fitnah jadi,"['tahnya', 'sembang', 'guna', 'bontot', 'ex', 'wife', 'siap', 'taknak', 'orang', 'burukkan', 'dia', 'cakap', 'dia', 'fobia', 'flying', 'punya', 'la', 'jaga', 'hal', 'rumahtangga', 'bukannya', 'cerai', 'sebab', 'tak', 'bagi', 'travel', 'kita', 'taktau', 'pun', 'punca', 'laki', 'kalau', 'bab', 'gosip', 'memang', 'fitnah', 'jadi']","['tahnya', 'sembang', 'bontot', 'wife', 'taknak', 'burukkan', 'cakap', 'fobia', 'flying', 'jaga', 'rumahtangga', 'cerai', 'tak', 'travel', 'taktau', 'punca', 'laki', 'bab', 'gosip', 'fitnah']","['tahnya', 'sembang', 'bontot', 'wife', 'taknak', 'buruk', 'cakap', 'fobia', 'flying', 'jaga', 'rumahtangga', 'cerai', 'tak', 'travel', 'taktau', 'punca', 'laki', 'bab', 'gosip', 'fitnah']",tahnya sembang bontot wife taknak buruk cakap fobia flying jaga rumahtangga cerai tak travel taktau punca laki bab gosip fitnah
2025-10-30 07:20:55+00:00,@AfikaPuluhulawa @AgusMagelangan Sama kok di masyarakat. Karyawan2ku jg ada 3 org urus cerai dalam 6 bln. Dan umurnya msh under 25.,Sama kok di masyarakat Karyawan ku jg ada org urus cerai dalam bln Dan umurnya msh under,sama kok di masyarakat karyawan ku jg ada org urus cerai dalam bln dan umurnya msh under,"['sama', 'kok', 'di', 'masyarakat', 'karyawan', 'ku', 'jg', 'ada', 'org', 'urus', 'cerai', 'dalam', 'bln', 'dan', 'umurnya', 'msh', 'under']","['masyarakat', 'karyawan', 'org', 'urus', 'cerai', 'bln', 'umurnya', 'msh', 'under']","['masyarakat', 'karyawan', 'org', 'urus', 'cerai', 'bln', 'umur', 'msh', 'under']",masyarakat karyawan org urus cerai bln umur msh under
2025-10-30 07:16:32+00:00,@Cetepbebek Emakmu gak bakal mau cerai ibumu sama kayak ibuku suruh cerai gak mau akhirnya aku yg ngalah aku ngerantau udh 7 thn blm pernah pulang,Emakmu gak bakal mau cerai ibumu sama kayak ibuku suruh cerai gak mau akhirnya aku yg ngalah aku ngerantau udh thn blm pernah pulang,emakmu gak bakal mau cerai ibumu sama kayak ibuku suruh cerai gak mau akhirnya aku yg ngalah aku ngerantau udh thn blm pernah pulang,"['emakmu', 'gak', 'bakal', 'mau', 'cerai', 'ibumu', 'sama', 'kayak', 'ibuku', 'suruh', 'cerai', 'gak', 'mau', 'akhirnya', 'aku', 'yg', 'ngalah', 'aku', 'ngerantau', 'udh', 'thn', 'blm', 'pernah', 'pulang']","['emakmu', 'gak', 'cerai', 'ibumu', 'ibuku', 'cerai', 'gak', 'yg', 'ngalah', 'ngerantau', 'udh', 'thn', 'pulang']","['emakmu', 'gak', 'cerai', 'ibu', 'ibu', 'cerai', 'gak', 'yg', 'ngalah', 'ngerantau', 'udh', 'thn', 'pulang']",emakmu gak cerai ibu ibu cerai gak yg ngalah ngerantau udh thn pulang
2025-10-30 07:15:15+00:00,Sidang Cerai Tasya Farasya Saksi Benarkan Ahmad Assegaf Sering Pulang Larut Malam https://t.co/CYROQpfGp8,Sidang Cerai Tasya Farasya Saksi Benarkan Ahmad Assegaf Sering Pulang Larut Malam,sidang cerai tasya farasya saksi benarkan ahmad assegaf sering pulang larut malam,"['sidang', 'cerai', 'tasya', 'farasya', 'saksi', 'benarkan', 'ahmad', 'assegaf', 'sering', 'pulang', 'larut', 'malam']","['sidang', 'cerai', 'tasya', 'farasya', 'saksi', 'benarkan', 'ahmad', 'assegaf', 'pulang', 'larut', 'malam']","['sidang', 'cerai', 'tasya', 'farasya', 'saksi', 'benar', 'ahmad', 'assegaf', 'pulang', 'larut', 'malam']",sidang cerai tasya farasya saksi benar ahmad assegaf pulang larut malam
2025-10-30 07:14:20+00:00,soalan punnnn and dia dk cerai pun kann,soalan punnnn and dia dk cerai pun kann,soalan punnnn and dia dk cerai pun kann,"['soalan', 'punnnn', 'and', 'dia', 'dk', 'cerai', 'pun', 'kann']","['soalan', 'punnnn', 'and', 'dk', 'cerai', 'kann']","['soal', 'punnnn', 'and', 'dk', 'cerai', 'kann']",soal punnnn and dk cerai kann
2025-10-30 07:11:32+00:00,since ada job coach cerai. aku nak jadi coach single. achievement so far - makan sorang easy peazy - wayang sorang tak de hal. - staycation sorang - karoke sorang ‍↔️ - aktiviti luar sorang - konsert sorang ‍↔️ more to unlock . come join me ,since ada job coach cerai aku nak jadi coach single achievement so far makan sorang easy peazy wayang sorang tak de hal staycation sorang karoke sorang aktiviti luar sorang konsert sorang more to unlock come join me,since ada job coach cerai aku nak jadi coach single achievement so far makan sorang easy peazy wayang sorang tak de hal staycation sorang karoke sorang aktiviti luar sorang konsert sorang more to unlock come join me,"['since', 'ada', 'job', 'coach', 'cerai', 'aku', 'nak', 'jadi', 'coach', 'single', 'achievement', 'so', 'far', 'makan', 'sorang', 'easy', 'peazy', 'wayang', 'sorang', 'tak', 'de', 'hal', 'staycation', 'sorang', 'karoke', 'sorang', 'aktiviti', 'luar', 'sorang', 'konsert', 'sorang', 'more', 'to', 'unlock', 'come', 'join', 'me']","['since', 'job', 'coach', 'cerai', 'coach', 'single', 'achievement', 'so', 'far', 'makan', 'sorang', 'easy', 'peazy', 'wayang', 'sorang', 'tak', 'de', 'staycation', 'sorang', 'karoke', 'sorang', 'aktiviti', 'sorang', 'konsert', 'sorang', 'more', 'unlock', 'come', 'join', 'me']","['since', 'job', 'coach', 'cerai', 'coach', 'single', 'achievement', 'so', 'far', 'makan', 'sorang', 'easy', 'peazy', 'wayang', 'sorang', 'tak', 'de', 'staycation', 'sorang', 'karoke', 'sorang', 'aktiviti', 'sorang', 'konsert', 'sorang', 'more', 'unlock', 'come', 'join', 'me']",since job coach cerai coach single achievement so far makan sorang easy peazy wayang sorang tak de staycation sorang karoke sorang aktiviti sorang konsert sorang more unlock come join me
2025-10-30 07:10:04+00:00,@tanyakanrl mbakkk e jangan sampai ada kata ( pelaku pura jd korban ) jgn sakiti dirimuuu dg memaklumi suami. yuk cerai aja selingkuh ga ada obatnya. tpii semua keputusan di km.,mbakkk e jangan sampai ada kata pelaku pura jd korban jgn sakiti dirimuuu dg memaklumi suami yuk cerai aja selingkuh ga ada obatnya tpii semua keputusan di km,mbakkk e jangan sampai ada kata pelaku pura jd korban jgn sakiti dirimuuu dg memaklumi suami yuk cerai aja selingkuh ga ada obatnya tpii semua keputusan di km,"['mbakkk', 'e', 'jangan', 'sampai', 'ada', 'kata', 'pelaku', 'pura', 'jd', 'korban', 'jgn', 'sakiti', 'dirimuuu', 'dg', 'memaklumi', 'suami', 'yuk', 'cerai', 'aja', 'selingkuh', 'ga', 'ada', 'obatnya', 'tpii', 'semua', 'keputusan', 'di', 'km']","['mbakkk', 'e', 'jangan', 'pelaku', 'pura', 'korban', 'jgn', 'sakiti', 'dirimuuu', 'dg', 'memaklumi', 'suami', 'yuk', 'cerai', 'aja', 'selingkuh', 'ga', 'obatnya', 'tpii', 'keputusan', 'km']","['mbakkk', 'e', 'jangan', 'laku', 'pura', 'korban', 'jgn', 'sakit', 'dirimuuu', 'dg', 'maklum', 'suami', 'yuk', 'cerai', 'aja', 'selingkuh', 'ga', 'obat', 'tpii', 'putus', 'km']",mbakkk e jangan laku pura korban jgn sakit dirimuuu dg maklum suami yuk cerai aja selingkuh ga obat tpii putus km
2025-10-30 07:08:50+00:00,Faruq when I catch you faruq Jahat banget lu depan anaknya ga depan anaknyapun ga etis banget nanya gitu depan orangnya langsung. Mana kasusnya daehoon kan ga kaya yg lu omongin tiba2 nikah tiba2 cerai ,Faruq when I catch you faruq Jahat banget lu depan anaknya ga depan anaknyapun ga etis banget nanya gitu depan orangnya langsung Mana kasusnya daehoon kan ga kaya yg lu omongin tiba nikah tiba cerai,faruq when i catch you faruq jahat banget lu depan anaknya ga depan anaknyapun ga etis banget nanya gitu depan orangnya langsung mana kasusnya daehoon kan ga kaya yg lu omongin tiba nikah tiba cerai,"['faruq', 'when', 'i', 'catch', 'you', 'faruq', 'jahat', 'banget', 'lu', 'depan', 'anaknya', 'ga', 'depan', 'anaknyapun', 'ga', 'etis', 'banget', 'nanya', 'gitu', 'depan', 'orangnya', 'langsung', 'mana', 'kasusnya', 'daehoon', 'kan', 'ga', 'kaya', 'yg', 'lu', 'omongin', 'tiba', 'nikah', 'tiba', 'cerai']","['faruq', 'when', 'catch', 'you', 'faruq', 'jahat', 'lu', 'anaknya', 'ga', 'anaknyapun', 'ga', 'etis', 'nanya', 'orangnya', 'langsung', 'kasusnya', 'daehoon', 'ga', 'yg', 'lu', 'omongin', 'nikah', 'cerai']","['faruq', 'when', 'catch', 'you', 'faruq', 'jahat', 'lu', 'anak', 'ga', 'anak', 'ga', 'etis', 'nanya', 'orang', 'langsung', 'kasus', 'daehoon', 'ga', 'yg', 'lu', 'omongin', 'nikah', 'cerai']",faruq when catch you faruq jahat lu anak ga anak ga etis nanya orang langsung kasus daehoon ga yg lu omongin nikah cerai
2025-10-30 07:03:15+00:00,@rasjawa Pantesan enga cerai soalnya butuh modal buat jd bupati ‍️,Pantesan enga cerai soalnya butuh modal buat jd bupati,pantesan enga cerai soalnya butuh modal buat jd bupati,"['pantesan', 'enga', 'cerai', 'soalnya', 'butuh', 'modal', 'buat', 'jd', 'bupati']","['pantesan', 'enga', 'cerai', 'butuh', 'modal', 'bupati']","['pantesan', 'enga', 'cerai', 'butuh', 'modal', 'bupati']",pantesan enga cerai butuh modal bupati
2025-10-30 07:01:57+00:00,@AgusMagelangan Beneran cerai ga si?,Beneran cerai ga si,beneran cerai ga si,"['beneran', 'cerai', 'ga', 'si']","['beneran', 'cerai', 'ga']","['beneran', 'cerai', 'ga']",beneran cerai ga
2025-10-30 07:01:23+00:00,Alasan Gugatan Cerai Sabrina : Bukan Karena Marah Tapi Karena Cinta Kejujuran Dan Kedamaian https://t.co/MSPw20a0u3,Alasan Gugatan Cerai Sabrina Bukan Karena Marah Tapi Karena Cinta Kejujuran Dan Kedamaian,alasan gugatan cerai sabrina bukan karena marah tapi karena cinta kejujuran dan kedamaian,"['alasan', 'gugatan', 'cerai', 'sabrina', 'bukan', 'karena', 'marah', 'tapi', 'karena', 'cinta', 'kejujuran', 'dan', 'kedamaian']","['alasan', 'gugatan', 'cerai', 'bukan', 'marah', 'cinta', 'kejujuran', 'kedamaian']","['alas', 'gugat', 'cerai', 'bukan', 'marah', 'cinta', 'jujur', 'damai']",alas gugat cerai bukan marah cinta jujur damai
2025-10-30 07:00:39+00:00,@rogue_mercenary @iceman__xmen Negara khintil yg kl banyak masalah dibikin pengalihan isu warga nya cerai.. Negara gagal,Negara khintil yg kl banyak masalah dibikin pengalihan isu warga nya cerai Negara gagal,negara khintil yg kl banyak masalah dibikin pengalihan isu warga nya cerai negara gagal,"['negara', 'khintil', 'yg', 'kl', 'banyak', 'masalah', 'dibikin', 'pengalihan', 'isu', 'warga', 'nya', 'cerai', 'negara', 'gagal']","['negara', 'khintil', 'yg', 'kl', 'dibikin', 'pengalihan', 'isu', 'warga', 'cerai', 'negara', 'gagal']","['negara', 'khintil', 'yg', 'kl', 'bikin', 'alih', 'isu', 'warga', 'cerai', 'negara', 'gagal']",negara khintil yg kl bikin alih isu warga cerai negara gagal
2025-10-30 07:00:14+00:00,Berita mengejutkan dari Deddy Corbuzier dan Sabrina Chairunnisa! Ternyata Sabrina mengajukan cerai kepada Deddy. Informasi ini sudah dikonfirmasi oleh Pengadilan https://t.co/8iDUirHeWK} https://t.co/ilUU4gvEqg,Berita mengejutkan dari Deddy Corbuzier dan Sabrina Chairunnisa Ternyata Sabrina mengajukan cerai kepada Deddy Informasi ini sudah dikonfirmasi oleh Pengadilan,berita mengejutkan dari deddy corbuzier dan sabrina chairunnisa ternyata sabrina mengajukan cerai kepada deddy informasi ini sudah dikonfirmasi oleh pengadilan,"['berita', 'mengejutkan', 'dari', 'deddy', 'corbuzier', 'dan', 'sabrina', 'chairunnisa', 'ternyata', 'sabrina', 'mengajukan', 'cerai', 'kepada', 'deddy', 'informasi', 'ini', 'sudah', 'dikonfirmasi', 'oleh', 'pengadilan']","['berita', 'mengejutkan', 'mengajukan', 'cerai', 'informasi', 'dikonfirmasi', 'pengadilan']","['berita', 'kejut', 'aju', 'cerai', 'informasi', 'konfirmasi', 'adil']",berita kejut aju cerai informasi konfirmasi adil
2025-10-30 07:00:01+00:00,Sabrina Chairunnisa menggugat cerai suaminya Deddy Corbuzier setelah tiga tahun berumah tangga. Deddy dan Sabrina pun telah buka suara terkait kabar perceraian mereka &gt;&gt; https://t.co/9obhAnNdOK https://t.co/SmdMDKwdRm,Sabrina Chairunnisa menggugat cerai suaminya Deddy Corbuzier setelah tiga tahun berumah tangga Deddy dan Sabrina pun telah buka suara terkait kabar perceraian mereka gt gt,sabrina chairunnisa menggugat cerai suaminya deddy corbuzier setelah tiga tahun berumah tangga deddy dan sabrina pun telah buka suara terkait kabar perceraian mereka gt gt,"['sabrina', 'chairunnisa', 'menggugat', 'cerai', 'suaminya', 'deddy', 'corbuzier', 'setelah', 'tiga', 'tahun', 'berumah', 'tangga', 'deddy', 'dan', 'sabrina', 'pun', 'telah', 'buka', 'suara', 'terkait', 'kabar', 'perceraian', 'mereka', 'gt', 'gt']","['menggugat', 'cerai', 'suaminya', 'berumah', 'tangga', 'buka', 'suara', 'terkait', 'kabar', 'perceraian']","['gugat', 'cerai', 'suami', 'rumah', 'tangga', 'buka', 'suara', 'kait', 'kabar', 'cerai']",gugat cerai suami rumah tangga buka suara kait kabar cerai
